Razão Social;Nome Fantasia;CNPJ;Porte;Data de Inicio da Operação;Situação;Atividade;CEP;UF;Localidade;Bairro;Logradouro;Complemento;Telefone;Email Institucional;Email Comercial;Site;Data de Geração do Certificado;Data de Validade do Certificado;Código do Certificado;CNAE;Estrutura Básica;Tipo de Atividade;Natureza Jurídica;Línguas;Capacidade de Lugares
TRAMONTO RESTAURANTE E CAFE EIRELI;TRAMONTO RESTAURANTE;03.447.552/0001-30;MICROEMPRESA;24/08/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;88865-000;SC;Nova Veneza; - ;Sem Logradouro; - ;(48)3436-5017;tramontorestaurante@hotmail.com;tramontorestaurante@hotmail.com; - ;21/08/2017 17:36:18;03.447.552/0001-30;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);| Italiano; - 
ROMA EMPREENDIMENTOS E TURISMO LTDA;THERMAS DIROMA HOTEL;03.465.317/0001-91;DEMAIS;08/12/1986;Em Operação;Restaurante, Cafeteria, Bar e Similares;75690-000;GO;Caldas Novas; - ;Rua São Cristovão ;N° 1.110;(64)3455-9393;adm@diroma.com.br;adm@diroma.com.br;www.diroma.com.br;23/07/2018 08:33:39;03.465.317/0001-91;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Inglês; - 
ROMA EMPREENDIMENTOS E TURISMO LTDA;ROMA EMPREENDIMENTOS E TURISMO;03.465.317/0002-72;DEMAIS;01/07/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;75690-000;GO;Caldas Novas; - ;Rua São Cristovão ;N° 805;(64)3453-1586;adm@diroma.com.br;adm@diroma.com.br;WWW.DIROMA.COM.BR;10/07/2018 08:10:44;03.465.317/0002-72;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
OJJ ECOTURISMO LTDA;OJJ ECOTURISMO;03.496.536/0002-19;DEMAIS;25/09/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;72980-000;GO;Pirenópolis; - ;Sem Logradouro; - ;(61)9949-1026;frajoso@terra.com.br;frajoso@terra.com.br; - ;14/11/2017 11:43:56;03.496.536/0002-19;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
PLANET DUNAS RESTAURANTE E PIZZARIA LTDA;PLANET DUNAS RESTAURANTE E PIZZARIA;03.497.178/0001-88;MICROEMPRESA;09/11/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;61700-000;CE;Aquiraz; - ;Sem Logradouro; - ;(85)3361-7072;info@planetdunas.com;info@planetdunas.com;www.planetdunas.com;23/04/2018 10:34:50;03.497.178/0001-88;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Inglês | Italiano; - 
CHURRASCARIA TORDILHO NEGRO LTDA;TORDILHO NEGRO;03.527.642/0001-31;EMPRESA DE PEQUENO PORTE;27/10/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;13231-600;SP;Campo Limpo Paulista;Chácara Lagoa Branca;Benedito Geraldo Gonçalves; - ;(11)4702-2360;churrascariatordilhonegro@yahoo.com.br;churrascariatordilhonegro@yahoo.com.br; - ;09/11/2017 11:18:47;03.527.642/0001-31;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
CLUBE DE CAMPO CACHOEIRA NINHO DA AGUIA LTDA;NINHO DA AGUIA;03.532.941/0001-64;MICROEMPRESA;01/12/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;37514-000;MG;Delfim Moreira; - ;Sem Logradouro; - ;(35)9998-2216;tony_maciell@yahoo.com.br;tony_maciell@yahoo.com.br;ninhodaaguia.tur.br;04/06/2018 14:38:14;03.532.941/0001-64;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Inglês; - 
JAI SALES DO NASCIMENTO;PASTELARIA DO JAIR;03.539.547/0001-58;MICROEMPRESA;07/10/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;69960-000;AC;Feijó; - ;Sem Logradouro; - ;(68)3223-2100;jairsales3@hotmail.com;jairsales3@hotmail.com; - ;10/10/2016 13:00:56;03.539.547/0001-58;5611-2/01 - RESTAURANTES E SIMILARES; - ;Cafeteria;Empresário (Individual); - ; - 
SPAR SAO PAULO ANTIGO RESTAURANTE EIRELI;SAO PAULO ANTIGO RETAURANTE;03.562.285/0001-42;EMPRESA DE PEQUENO PORTE;10/12/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;06501-035;SP;Santana de Parnaíba;Centro;Álvaro Luís do Vale; - ;(11)4154-2726;SPAR@SAOPAULOANTIGO.COM.BR;SPAR@SAOPAULOANTIGO.COM.BR;www.saopauloantigo.com.br;29/03/2018 08:20:25;03.562.285/0001-42;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);| Português | Inglês; - 
Z. A. CLARO - SEVERINIA;CASA DO PAO DE QUEIJO;03.567.058/0001-00;MICROEMPRESA;16/12/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;14735-000;SP;Severínia; - ;Sem Logradouro; - ;(17)3817-1532;escprescont@hotmail.com;escprescont@hotmail.com; - ;05/04/2017 13:55:39;03.567.058/0001-00;5611-2/01 - RESTAURANTES E SIMILARES; - ;Similar;Empresário (Individual); - ; - 
HERMES LIMA HOTEL;RESTAURANTE E LANCHONETE ÁGUAS DO MANSO;03.600.811/0002-00;MICROEMPRESA;01/08/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;78690-000;MT;Nova Xavantina; - ;Sem Logradouro; - ;(66)3438-3410;aguasdomansonxa@gmail.com;aguasdomansonxa@gmail.com; - ;18/01/2018 16:06:09;03.600.811/0002-00;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
PORTO BELLO HOSPEDAGEM E ALIMENTACAO LTDA;BENVENUTO PALACE HOTEL;03.608.368/0001-25;EMPRESA DE PEQUENO PORTE;25/01/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;35010-151;MG;Governador Valadares;Centro;Minas Gerais; - ;(33)3278-9705;benvenuto@benvenutopalacehotel.com.br;benvenuto@benvenutopalacehotel.com.br;www.benvenutopalacehotel.com.br;25/05/2017 13:30:46;03.608.368/0001-25;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
S. D. ROCHA;LANCHONETE E  CAFÉ DA MANHÃ NATURALÍSSIMA;03.616.785/0001-10;MICROEMPRESA;25/01/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;69980-000;AC;Cruzeiro do Sul; - ;Sem Logradouro; - ;(68)3322-2570;tenvander@hotmail.com;tenvander@hotmail.com; - ;24/08/2018 00:49:13;03.616.785/0001-10;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
TOGAMI E GONDIM LTDA;TOGAMI E GONDIM LTDA - ME;03.685.705/0001-88;MICROEMPRESA;01/03/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;89460-000;SC;Canoinhas; - ;Sem Logradouro; - ;(47)3622-4284;jtogami@hotmail.com;jtogami@hotmail.com; - ;03/02/2017 11:48:23;03.685.705/0001-88;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
ROMILDA PEREIRA GOMES;TREVO HOTEL E RESTAURANTE FOGAO DE LENHA;03.698.829/0001-06;MICROEMPRESA;17/02/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;69800-000;AM;Humaitá; - ;Sem Logradouro; - ;(97)9811-2625;romildatrevohotel@hotmail.com;romildatrevohotel@hotmail.com; - ;18/05/2017 11:28:14;03.698.829/0001-06;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
MK COM RCIO DE COMEST VEIS EIRELI;RESTAURANTE TAKÊ;03.700.696/0001-57;MICROEMPRESA;20/03/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;57036-550;AL;Maceió;Jatiúca;Engenheiro Paulo Brandão Nogueira; - ;(82)3337-0253;elizabete@turismoprime.com.br;elizabete@turismoprime.com.br;WWW.RESTAURANTETAKE.COM.BR;18/10/2017 10:50:50;03.700.696/0001-57;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);| Espanhol; - 
TABERNA PORTUGUESA LTDA;POUSADA E RESTAURANTE TABERNA PORTUGUESA;03.715.194/0001-08;MICROEMPRESA;23/03/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;32900-000;MG;Igarapé; - ;Rua Rio Manso;1426 Residencial Vista da Serra;(31)9954-7408;TABERNAPORTUGUESAMG@GMAIL.COM;TABERNAPORTUGUESAMG@GMAIL.COM;https://www.facebook.com/tabernaportuguesaigarape/;28/06/2018 08:12:04;03.715.194/0001-08;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Português | Inglês | Francês; - 
LINDENDORF EMPREENDIMENTOS TURISTICOS LTDA;LINDENDORF EMPREENDIMENTOS TURISTICOS LTDA - EPP;03.735.926/0001-13;EMPRESA DE PEQUENO PORTE;20/03/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;89650-000;SC;Treze Tílias; - ;Sem Logradouro; - ;(49)3537-0658;contato@minicidade.com;contato@minicidade.com; - ;26/01/2018 13:29:38;03.735.926/0001-13;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Alemão; - 
RAMOS & POLESEL LTDA - ME;CHOPERIA FLOR DO PANTANAL;03.769.681/0001-45;MICROEMPRESA;25/04/2000;Em Implantação;Restaurante, Cafeteria, Bar e Similares;79841-000;MS;Dourados;Jardim Márcia;Marcelino Pires; - ;(67)3466-1003;flademirpolesel@hotmail.com;flademirpolesel@hotmail.com; - ;21/09/2016 13:16:50;03.769.681/0001-45;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS; - ; - ;Sociedade Empresária Limitada; - ; - 
CLAUDILENE DE ALMEIDA;Botequim Primeiro Gole;03.774.152/0001-30;MICROEMPRESA;25/04/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;37640-000;MG;Extrema; - ;Rua Antonio Onisto 04;casa;3435-1786;sandra3m@bragnet.com.br;sandra3m@bragnet.com.br; - ;18/06/2018 14:32:01;03.774.152/0001-30;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
ARARAS HOTEL FAZENDA LTDA;HOTEL FAZENDA ARARAS;03.808.132/0001-32;MICROEMPRESA;29/02/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;73801-970;GO;Formosa;Centro;AC Formosa; - ;(61)3503-5011;contato@hotelfazendaararas.com.br;contato@hotelfazendaararas.com.br;www.hotelfazendaararas.com.br;06/12/2017 15:15:53;03.808.132/0001-32;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
SINOP TENIS CLUBE LTDA;SINOP TENIS CLUBE;03.830.164/0001-34;MICROEMPRESA;19/05/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;78550-000;MT;Sinop; - ;Sem Logradouro; - ;(66)3532-1504;sinop@sinoptenisclube.com.br;sinop@sinoptenisclube.com.br; - ;17/08/2016 12:31:56;03.830.164/0001-34;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
ELIZABETH MARTINS TERRA;POUSADA DO SOBRADO;03.831.710/0001-51;MICROEMPRESA;17/05/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;96412-470;RS;Bagé;Getúlio Vargas;Zoroastro Lamotte; - ;(53)3242-2713;pousadadosobrado10@gmail.com;pousadadosobrado10@gmail.com; - ;04/06/2018 14:53:24;03.831.710/0001-51;5611-2/01 - RESTAURANTES E SIMILARES; - ;Bar;Empresário (Individual);| Espanhol | Inglês; - 
SANTANA E SANTOS POUSADA E RESTAURANTE LTDA  - ME;MILENIU'S RESTAURANTE;03.852.211/0001-40;MICROEMPRESA;24/05/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;57460-000;AL;Piranhas; - ;Sem Logradouro; - ;(82)3686-1681;atendimento@milenius.com.br;atendimento@milenius.com.br; - ;04/05/2017 14:14:46;03.852.211/0001-40;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
O PACO RESTAURANTE EIRELI;O PAÇO RESTAURANTE;03.858.435/0001-60;EMPRESA DE PEQUENO PORTE;01/06/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;69905-024;AC;Rio Branco;Capoeira;da Maternidade; - ;(68)3028-0001;tapiri@brturbo.com.br;tapiri@brturbo.com.br; - ;19/06/2017 13:10:21;03.858.435/0001-60;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);| Espanhol; - 
MARLENE GOMES DE VELLASCO;RESTAURANTE FLOR DE IPE ;03.874.957/0001-55;EMPRESA DE PEQUENO PORTE;12/06/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;76600-000;GO;Goiás; - ;Sem Logradouro; - ;(62)3372-1133;restauranteflordeipe@hotmail.com;restauranteflordeipe@hotmail.com; - ;07/12/2017 13:54:13;03.874.957/0001-55;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
AMAZON JUNGLE CRUISE NAVEGACAO E TURISMO LTDA;IBEROSTAR GRAND AMAZON;03.911.760/0001-49;DEMAIS;05/07/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;69005-050;AM;Manaus;Centro;Marquês de Santa Cruz; - ;(92)2212-9900;amaad1@iberostar.com;amaad1@iberostar.com; - ;19/06/2018 10:07:30;03.911.760/0001-49;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Inglês | Espanhol; - 
VALE DA SERRA ALIMENTOS E BEBIDAS LTDA;CONVENIÊNCIA VALE DA SERRA;03.921.524/0001-03;EMPRESA DE PEQUENO PORTE;07/07/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;78600-000;MT;Barra do Garças; - ;Sem Logradouro; - ;(66)3401-2009;valedaserra@uol.com.br;valedaserra@uol.com.br; - ;18/04/2017 17:37:45;03.921.524/0001-03;5611-2/01 - RESTAURANTES E SIMILARES; - ;Cafeteria;Sociedade Empresária Limitada; - ; - 
NARA L DUARTE BASTOS;PADARIA E CONFEITARIA RIO BAHIA;03.989.808/0001-31;MICROEMPRESA;17/07/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;39835-000;MG;Campanário; - ;Largo da Independência, 61;;(33)9992-0426;turismo@campanario.mg.gov.br;turismo@campanario.mg.gov.br; - ;25/04/2018 16:38:54;03.989.808/0001-31;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário Individual;| Português; - 
TAPIRI COMERCIO DE ALIMENTOS EIRELI;RESTAURANTE DO AEROPORTO;04.005.997/0001-23;DEMAIS;17/09/1973;Em Operação;Restaurante, Cafeteria, Bar e Similares;69920-310;AC;Rio Branco;Loteamento Vila Maria;BR-364; - ;(68)3211-1067;tapiri@brturbo.com.br;tapiri@brturbo.com.br; - ;19/06/2017 17:06:27;04.005.997/0001-23;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);| Espanhol | Inglês; - 
PIZZARIA AVIARELLA LTDA;PIZZARIA AVIARELLA;04.034.191/0001-63;MICROEMPRESA;01/09/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;78710-861;MT;Rondonópolis;Vila Marinópolis;Fernando Corrêa da Costa; - ;(66)3421-7410;fclenzi@msn.com;fclenzi@msn.com; - ;23/05/2018 18:05:51;04.034.191/0001-63;5611-2/01 - RESTAURANTES E SIMILARES; - ;Similar;Sociedade Empresária Limitada; - ; - 
INACIOS RESTAURANTE LTDA;INACIOS RESTAURANTE LTDA;04.076.345/0001-80;EMPRESA DE PEQUENO PORTE;03/03/1977;Em Operação;Restaurante, Cafeteria, Bar e Similares;69908-680;AC;Rio Branco;Loteamento Santa Helena;Eródis; - ;(68)3211-7100;get@irmaospinheiro.com.br;get@irmaospinheiro.com.br; - ;19/06/2017 17:10:01;04.076.345/0001-80;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Espanhol; - 
RESTAURANTE NOVA IORQUI EIRELI;RESTAURANTE ""NOVA IORQU""I"""";04.088.154/0001-38;MICROEMPRESA;10/10/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;11630-000;SP;Ilhabela; - ;AV MARIO COVAS JUNIOR, 18322;LADO SUL ILHABELA FIM DO ASFALTO;(12)3894-1833;CONTATO@NOVAIORQUI.COM.BR;novaiorquiilhabela@gmail.com;http://novaiorqui.com.br;28/05/2018 13:25:28;04.088.154/0001-38;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - 
A. M. DE BONI;RESTAURANTE E HOTEL SÃO JOSÉ;04.095.843/0001-70;MICROEMPRESA;04/10/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;69922-000;AC;Capixaba; - ;Sem Logradouro; - ;(68)8424-6517;ingridacre2010@hotmail.com;ingridacre2010@hotmail.com; - ;21/12/2017 14:52:55;04.095.843/0001-70;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual);| Espanhol; - 
YOSHIKAI RESTAURANTE LTDA;AGUA DOCE CACHAÇARIA;04.095.918/0001-12;MICROEMPRESA;13/10/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;37062-650;MG;Varginha;Santa Luiza;Salum Assad David; - ;(35)3214-4993;varginha@aguadoce.com.br;varginha@aguadoce.com.br;www.aguadoce.com.br;11/06/2018 16:51:52;04.095.918/0001-12;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Inglês | Japonês; - 
MARIA APARECIDA DE CARVALHO BAR E RESTAURANTE;BAR DO HELIO;04.110.402/0001-08;MICROEMPRESA;10/07/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;23968-000;RJ;Angra dos Reis; - ;Sem Logradouro; - ;(24)3365-3904;beatrizmiguel21@gmail.com;beatrizmiguel21@gmail.com; - ;11/01/2017 10:29:47;04.110.402/0001-08;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual);| Inglês; - 
LINDAURA VIANA;RESTAURANTE E HOTEL VENEZA;04.111.274/0001-09;DEMAIS;11/10/1971;Em Operação;Restaurante, Cafeteria, Bar e Similares;69930-000;AC;Xapuri; - ;Sem Logradouro; - ;(68)8426-4504;cleitonxapuri@hotmail.com;cleitonxapuri@hotmail.com; - ;21/12/2017 13:23:07;04.111.274/0001-09;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual);| Espanhol; - 
SOLANGE DE FATIMA DRUCHAK;RESTAURANTE E LANCHONETE TIA LUIZA;04.112.062/0001-46;MICROEMPRESA;26/10/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;85170-000;PR;Pinhão; - ;Rua XV de Dezembro 02;Trevo secundário  ;(42)9992-0899;luiza_delle6@hotmail.com;druchak@bol.com.br; - ;16/05/2018 16:09:36;04.112.062/0001-46;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário Individual; - ; - 
V M COMERCIO IMPORTACAO E EXPORTACAO LTDA;RESTAURANTE MANÁ;04.112.793/0001-91;MICROEMPRESA;22/12/1978;Em Operação;Restaurante, Cafeteria, Bar e Similares;69922-000;AC;Capixaba; - ;Sem Logradouro; - ;(68)3234-1009;wa.yngle@uol.com.br;wa.yngle@uol.com.br; - ;01/03/2018 11:15:00;04.112.793/0001-91;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
A BRAZ DE ARAUJO;BAR E CHURRASCARIA DO ARMADO;04.117.529/0001-40;MICROEMPRESA;21/01/1980;Em Operação;Restaurante, Cafeteria, Bar e Similares;69934-000;AC;Epitaciolândia; - ;Sem Logradouro; - ;(68)3546-5032;daniregiane@hotmail.com;daniregiane@hotmail.com; - ;13/07/2017 12:39:38;04.117.529/0001-40;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
RANCHO DO PEIXE LTDA;RANCHO DO PEIXE;04.144.501/0001-00;MICROEMPRESA;01/11/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;35460-000;MG;Brumadinho; - ;Rua Atônio Carlos de Oliveira, 07 - Palhano;Distrito de Piedade do Paraopeba;(31)3575-6013;ranchodopeixe@gmail.com;ranchodopeixe@gmail.com;www.restauranteranchodopeixe.com.br;02/04/2018 12:26:58;04.144.501/0001-00;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Português; - 
ANTONIO FERREIRA DE LIMA JUNIOR EIRELI;RESTAURANTE E SOPARIA MEIO QUILO;04.155.292/0001-92;MICROEMPRESA;23/11/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;58310-000;PB;Cabedelo; - ;Sem Logradouro; - ;(83)3228-8464;junior.meiokilo@hotmail.com;junior.meiokilo@hotmail.com; - ;27/12/2017 17:40:06;04.155.292/0001-92;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - 
A. A. DE AQUINO;POUSADA E CHURRASCARIA O ALPENDRE;04.161.589/0001-60;MICROEMPRESA;13/11/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;59670-000;RN;Upanema; - ;Sem Logradouro; - ;(84)3325-0201;antonioantonez@gmail.com;antonioantonez@gmail.com; - ;02/12/2016 12:38:09;04.161.589/0001-60;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
LUIS DILSON ROBASSA & CIA LTDA;RESTAURANTE E PIZZARIA TERRA NOSSA;04.192.631/0001-00;MICROEMPRESA;05/12/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;83350-000;PR;Morretes; - ;Sem Logradouro; - ;(41)3462-2174;TERRANOSSA@LOL.COM.BR;TERRANOSSA@LOL.COM.BR;WWW.MORRETES.COM.BR/TERRANOSSA;24/01/2018 10:40:01;04.192.631/0001-00;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
FRANCISCO ANTONIO FIGUEIREDO MAIA;RESTAURANTE E LANCHONETE MAIA;04.199.434/0001-13;MICROEMPRESA;08/12/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;69940-000;AC;Sena Madureira; - ;Sem Logradouro; - ;(68)9989-1128;franciscoantoniomaia@hotmail.com;franciscoantoniomaia@hotmail.com; - ;13/06/2017 12:15:59;04.199.434/0001-13;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
VARANDAO DE FRIBURGO LTDA;restaurante Varandao;04.211.138/0001-90;EMPRESA DE PEQUENO PORTE;18/12/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;28610-230;RJ;Nova Friburgo;Centro;Monsenhor Miranda; - ;(22)2522-5021;restvarandao@outlook.com;restvarandao@outlook.com; - ;27/04/2018 16:15:57;04.211.138/0001-90;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
NICA'S RESTAURANTE LTDA;NICA´S RESTAURANTE LTDA - ME;04.215.696/0001-24;MICROEMPRESA;18/12/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;11600-000;SP;São Sebastião; - ;Sem Logradouro; - ;(12)3865-1499;gabrielemboaba@yahoo.com.br;gabrielemboaba@yahoo.com.br; - ;10/08/2016 11:18:17;04.215.696/0001-24;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Inglês; - 
KELVIN BRUNATO & CIA LTDA;RESTAURANTE RECANTO DAS FLORES;04.247.214/0001-18;MICROEMPRESA;16/01/2001;Em Operação;Restaurante, Cafeteria, Bar e Similares;88715-000;SC;Jaguaruna; - ;Sem Logradouro; - ;(48)3624-0262;recantodasfloresjaguaruna@hotmail.com;recantodasfloresjaguaruna@hotmail.com; - ;22/08/2017 15:30:17;04.247.214/0001-18;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
RESTAURANTE TRATTORIA BELL' ITALIA LTDA;RESTAURANTE TRATTORIA BELL ' ITALIA;04.252.066/0001-20;MICROEMPRESA;15/01/2001;Em Operação;Restaurante, Cafeteria, Bar e Similares;46960-000;BA;Lençóis; - ;Sem Logradouro; - ;(75)3334-1454;claudinanobrasil@hotmail.com;claudinanobrasil@hotmail.com; - ;10/10/2017 11:57:38;04.252.066/0001-20;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Inglês; - 
LA PEDRERA DE BUZIOS POUSADA LTDA;LA PEDRERA SMALL HOTEL & SPA;04.273.310/0001-30;EMPRESA DE PEQUENO PORTE;26/01/2001;Em Operação;Restaurante, Cafeteria, Bar e Similares;28950-000;RJ;Armação dos Búzios; - ;RUA QUATRO SN QD C LT 52 E 53;BAIRRO JOAO FERNANDES;(22)2623-6755;reservas@lapedrerabuzios.com.br;reservas@lapedrerabuzios.com.br;www.lapedrerabuzios.com.br;08/05/2018 17:05:07;04.273.310/0001-30;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Espanhol | Inglês; - 
GARTEN BISTRO RESTAURANTE E LANCHONETE LTDA;GARTEN  BISTRÕ;04.282.046/0001-00;EMPRESA DE PEQUENO PORTE;06/02/2001;Em Operação;Restaurante, Cafeteria, Bar e Similares;90610-001;RS;Porto Alegre;Partenon;Ipiranga; - ;(51)3336-6078;lanchonete40@terra.com.br;lanchonete40@terra.com.br; - ;18/04/2017 16:42:10;04.282.046/0001-00;5611-2/01 - RESTAURANTES E SIMILARES; - ;Similar;Sociedade Empresária Limitada;| Espanhol | Inglês; - 
HOTEIS E TURISMO DO NORDESTE EIRELI;HOTÉIS E TURISMO DO NORDESTE LTDA - EPP;04.282.640/0001-92;EMPRESA DE PEQUENO PORTE;13/02/2001;Em Operação;Restaurante, Cafeteria, Bar e Similares;55296-300;PE;Garanhuns;Heliópolis;Rui Barbosa;296;(87)3762-8700;RESERVAS@TAVARESCORREIA.COM;RESERVAS@TAVARESCORREIA.COM;www.tavarescorreia.com;20/06/2018 09:46:26;04.282.640/0001-92;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - 
